"league_id","season","stage","timeline_id","match_api_id","home_team_api_id","home_team_short_name","away_team_api_id","away_team_short_name","home_team_goal","away_team_goal","home_win","home_loss","home_draw","away_win","away_loss","away_draw","home_goal_diff_0","away_goal_diff_0","home_goal_diff_1","away_goal_diff_1","home_goal_diff_2","away_goal_diff_2","home_goal_diff_3","away_goal_diff_3","home_goal_diff_5","away_goal_diff_5","home_goal_diff_10","away_goal_diff_10","home_goal_diff_total","away_goal_diff_total"
1729,"2008/2009",13,13,489166,10261,"NEW",8528,"WIG",2,2,0,0,1,0,0,1,0,0,2,1,3,-1,3,-2,1,3,2,2,2,2
1729,"2008/2009",13,13,489167,8655,"BLB",8472,"SUN",1,2,0,1,0,1,0,0,-1,1,-2,-5,-2,-6,-4,-6,-7,-7,-7,-6,-7,-6
1729,"2008/2009",13,13,489168,9879,"FUL",8586,"TOT",2,1,1,0,0,0,1,0,1,-1,1,1,3,1,3,0,3,-2,4,-3,4,-3
1729,"2008/2009",13,13,489169,8559,"BOL",8650,"LIV",0,2,0,1,0,1,0,0,-2,2,2,-1,1,0,1,1,-1,3,1,4,1,4
1729,"2008/2009",13,13,489170,8659,"WBA",8455,"CHE",0,3,0,1,0,1,0,0,-3,3,0,2,-3,5,-2,10,-2,14,-3,15,-3,15
1729,"2008/2009",13,13,489171,8667,"HUL",8456,"MCI",2,2,0,0,1,0,0,1,0,0,-1,-2,-4,-4,-3,-4,-8,-2,-7,-4,-7,-4
1729,"2008/2009",14,14,489172,8650,"LIV",9879,"FUL",0,0,0,0,1,0,0,1,0,0,3,-1,4,-1,5,-2,6,-6,7,-7,7,-7
1729,"2008/2009",14,14,489173,8472,"SUN",8654,"WHU",0,1,0,1,0,1,0,0,-1,1,-1,0,0,-2,0,-3,-1,-3,-2,-6,-2,-6
1729,"2008/2009",14,14,489174,8586,"TOT",8655,"BLB",1,0,1,0,0,0,1,0,1,-1,1,0,3,-1,2,-1,1,-3,0,-2,0,-2
1729,"2008/2009",14,14,489175,10252,"AVL",10260,"MUN",0,0,0,0,1,0,0,1,0,0,-1,-1,0,-1,0,1,1,0,3,1,3,1
1729,"2008/2009",14,14,489176,8549,"MID",8559,"BOL",1,3,0,1,0,1,0,0,-2,2,0,1,2,-1,-3,1,-3,-2,-2,-3,-2,-3
1729,"2008/2009",14,14,489177,8456,"MCI",9825,"ARS",3,0,1,0,0,0,1,0,3,-3,-1,-1,2,1,1,1,5,7,8,6,8,6
1729,"2008/2009",14,14,489178,8462,"POR",8667,"HUL",2,2,0,0,1,0,0,1,0,0,-1,-1,-1,2,0,3,3,5,2,5,2,5
1729,"2008/2009",14,14,489179,10194,"STK",8659,"WBA",1,0,1,0,0,0,1,0,1,-1,1,-3,2,-4,3,-8,0,-7,1,-8,1,-8
1729,"2008/2009",14,14,489180,8528,"WIG",8668,"EVE",1,0,1,0,0,0,1,0,1,-1,0,2,-4,3,-5,1,-4,2,-5,3,-5,3
1729,"2008/2009",14,14,489181,8455,"CHE",10261,"NEW",0,0,0,0,1,0,0,1,0,0,5,-1,4,-2,6,-2,6,-7,10,-7,10,-7
1729,"2008/2009",15,15,489182,8650,"LIV",8654,"WHU",0,0,0,0,1,0,0,1,0,0,0,1,3,1,4,-1,5,-1,7,-5,7,-5
1729,"2008/2009",15,15,489183,8472,"SUN",8559,"BOL",1,4,0,1,0,1,0,0,-3,3,-1,2,-2,3,-1,1,1,1,-3,-1,-3,-1
1729,"2008/2009",15,15,489184,8586,"TOT",8668,"EVE",0,1,0,1,0,1,0,0,-1,1,1,-1,2,1,4,2,3,0,1,2,1,2
1729,"2008/2009",15,15,489185,10252,"AVL",9879,"FUL",0,0,0,0,1,0,0,1,0,0,0,0,-1,-1,0,-1,1,-3,3,-7,3,-7
1729,"2008/2009",15,15,489186,8549,"MID",10261,"NEW",0,0,0,0,1,0,0,1,0,0,-2,0,-2,-1,0,-2,-6,-4,-4,-7,-4,-7
1729,"2008/2009",15,15,489187,8456,"MCI",10260,"MUN",0,1,0,1,0,1,0,0,-1,1,3,0,2,-1,5,-1,10,1,11,1,11,1
1729,"2008/2009",15,15,489188,8462,"POR",8655,"BLB",3,2,1,0,0,0,1,0,1,-1,0,-1,-1,-1,-1,-2,2,-1,2,-3,2,-3
1729,"2008/2009",15,15,489189,10194,"STK",8667,"HUL",1,1,0,0,1,0,0,1,0,0,1,0,2,-1,3,2,2,4,2,5,2,5
